doc_id	text_data	class_type
IL5_SN_000370_20160407_G0T0009GA	‘ ????? ??? ??? ???? ??? ??? ???? ?? ’ ?????? ?? ?????  ????? ??? ??? ???? ??? ??? ???? ?? ? ????? ???? ??? ???	nondomain
IL5_WL_020083_20160308_G0040ISC8	March 8 ?????? ???? ?? ???? ?? ????? ??? 20 ??? ??? ??? ???? ????? ???? 28  1909 ??? ?? ??? ???? ??? ????? ???? ???? ????? ?????? ????? ??? ???? ????? ???? ????? ?? ??? ???? ?? ???? ??? ? ?? ?? ?? ?? ??? ???? ??? ? ??? ????? ?? ????? ?? ??? ??? ????? ????? ??? ????? ?? ??? ???? ??? ????? ???????? ?? ????? ???? ????? ?? ????? ??? ?? 1908 ?? ?????? ???? ???? ???? ???? ?????? ????? ???? ?? ????? ?????? ???? ????? ???? ????? ?? ???? ?? ????? ????? ?? ????? ????? ?? ??? ????? ?? ????? ??? ?? ???? ???? ?? ???? ???? ?? goggle ??? ???? history of international women’s day ??? ????? ??? ? www Events  women’s day  history  Shtml  ?? ??? ??? ? ???? ???? ?	unk
IL5_SN_000370_20170503_H0T0068QY	???  ???? ??? ??? ???? ??? ??????? ?? ??? ???? ???? ???  #Eritrea #Ethiopia #Somalia #piracy	unk
IL5_NW_020062_20160917_G0040KJ45	??????? ????? ???? ?? ??? ‘ ?? ????? ????? ??????? ???? ??? ?????? ????? ?????? ???? ???? ???? ????? ? ??????? ????? ???? ??  EFND  ??? ‘ ?? ????? ????? ???????  EGS  ???? ?? ?? ????? ???? ?????? ??? ?????? ????? ?? ?? ???? ???? ???? ???? ??? ????? ??? ?????? ? 15 ????? ?? ?????? ??????? ????? ???? ??   EFND  ??? ‘ ?? ????? ????? ???????  EGS  ???? ?? ?? ????? ???? ?????? ??? ?????? ????? ?? ?? ???? ???? ???? ???? ??? ????? ??? ?????? ? 15 ????? ?? ?????? ???? ???? ???? ?????? ? ?? ???? ???? ? ?? ????? ???? ??? ? ??? ?? ?????? ????? ???? ?????? ?????? ???? ????? ??? ????? ??????? ?? ??? ????? ??????? ???? ? ?? ?? ??? ?? ?? ??? ?? ???? ????? ???? ?????? ???? ????? ?? ?? ??? ???? ??? ???? ???? ‘ ?? ????? ? “ ??????? ?????? ????? ? ?? ?? ???? ?? ??? ????? ????? ?????? ????? ????? ????? ???? ???? ?????? ? ????? ? ?????? ????? ?? ??? ? ?? ??? ????????? ?????? ???? ????? ?????? ?? ??? ?? ” ?? ??? ? ??????? ????? ???? ?? ??? ‘ ?? ????? ????? ??????? ? ?? ??? ????????? ? ?? ????? ??? ?? ???? ????? ?? ??? ??? ???? ???? ???? ????? ?? ?????? ????? ????? ?? ? ?? ??????? ?????? ‘ ? ??? ?? ??? ???? ??? ????? ? ?? ????? ? ?? ???? ??? ??????? ????? ????? ???? ?? ???? ???? ??? ????? ????? ?????? ??? ???? ????? ???? ??????? ?????? ????? ????? ?	unk
IL5_SN_000370_20170622_H0T006BJQ	RT @endalk2006 ???????? ?????? ?? ??? ???? ? ???????? ????? ????? ??? ?????  via @befeqe	unk
IL5_SN_000370_20160607_G0T000DVF	@unhrcpr @EUUNGeneva @UNHRC @UNHumanRights Dr Mohamed Ethiopian Horn of Africa expert denoucne COI #Eritrea report	unk
IL5_SN_000370_20160609_G0T000EU7	RT @AfricanMarkets #Ethiopie Tiger Brands se retire de sa filiale locale EATBI	unk
IL5_SN_000370_20161223_H0T0067WK	????? ????? ?9800 ??? ?? ????? ???? ??? ?? ??? ??? ???? ?? ?? ??? ??? ??? ?? ???? ?? ????? 24 ?? ??? ????? ??? ??	unk
IL5_SN_000370_20160229_H0T0066YE	@warsaigedim @JawarMohammed @addisstandard	unk
IL5_SN_000370_20160212_G0T0009TQ	???? ?????? ??? ????? ?? ?????? ???? ??? ?????  ???? ?????? ??? ?????? ???? ??? ???? ??? ???? ?? ????? ??? ???	nondomain
IL5_SN_000370_20150609_G0T000DYH	@Mekmz benatish min ladirgh ande ande yemayihon article anebina yachesugnal  endet nesh gin	unk
IL5_SN_000370_20160406_G0T000EUU	RT @Sintetwit Popular Ethiopian artists arrived here in Doha to celebrate Ethiopian Day in Qatar festival	unk
IL5_SN_000370_20170205_H0T0036SB	#????  ??? ?????? 20 ??? ???	unk
IL5_SN_000370_20161215_H0T0067V6	??????? ?????? ?????? ?? ??? ???? ???? ???? ????? ??? ????? ???? ?????? ??? ?? ???? ???? #Aleppo #Syria #	unk
IL5_SN_000370_20150811_G0T000EDZ	#SuperCup – HT Score  Barcelona 31 Sevilla	unk
IL5_SN_000370_20160909_H0T0067FC	?????  ??? ???? ???? ???? ???? ???? ????? ???  #Eritrea #Ethiopia #VOATigrigna	unk
IL5_SN_000370_20170515_H0T0068UG	????? ???? ???? ?????? ?? ???? ???? ??? ???? #Eritrea #Ethiopia #VOATigrigna #GrandPrixVonBern2017 #MarathonSwiss	unk
IL5_SN_000370_20170113_H0T00367R	??? ??? ??	unk
IL5_SN_000370_20151112_G0T000ERZ	@realDonaldTrump @OutFrontCNN @ErinBurnett	unk
IL5_SN_000370_20150726_G0T000GMJ	@YTamhaT ye ato regassa Lij Lij min nekaha	unk
IL5_SN_000370_20161016_H0T0067MG	???? ??? ????? ???? ?????? ?? ?? ??? ??? ????? ??? ???  ??? ?????? ?? ?????  ?? ???? ?? ????  ???? ?? ??	unk
IL5_SN_000370_20170122_H0T0036IC	? ??? ???? ??? ???? ?? ???  ?????  ???? ?? ????? ????? ?? ???	unk
IL5_SN_000370_20170506_H0T0068ZB	‹‹ ?????? ?? ???? ?????? ????? ??? ??????? ›› ??? ?? ?? ?????? ??????? ?? ?????? ???? ???? ????? ?? ??? ?? ???	unk
IL5_SN_000370_20150614_H0T0066GV	Artist Tilahun Gugsa interview  @AddisVideo #Ethiopia	unk
IL5_SN_000370_20150511_G0T000EL9	RT @dessale #??? ??? ??? ???? ? ?????? ? ????? ???? ????? ?? ???? ??? ?? ?????? ??? ??? ??? ? ?? ???? ???? ???? ???? ?????? ?? ?	unk
IL5_SN_000370_20170124_H0T0036JK	RT @VOAAmharic ??????? ?? ???? ????? ???? ??? ?????? ??????? ????? ?? ???? ???? ??? ??? ????? ?? ????? ???? ??????? ?	unk
IL5_SN_000370_20160610_H0T000Y01	???? ??????? ??????? ????? ?? ????? ???? ? ??? ??? ???? ??? ??????? ???? ?????  erena	nondomain
IL5_SN_000370_20160331_H0T00670E	The new look of Megenagna Adebabay #AddisAbaba #Ethiopia ??? ? ???? ????? ? ??? ???	unk
IL5_SN_000370_20160415_G0T000FCE	RT @TravisRuger #DemDebate #NoMoreWars	unk
IL5_SN_000370_20160625_H0T00581N	????  ???? ?????? ?????? ?????? ??? ?? ?? ???? ??  ??	unk
IL5_SN_000370_20160222_G0T0009QT	????? ???? ??? ?????? ???? ??????’? ??? USAID  #Ethiopia #Eritrea #VOATigrigna #USAID	nondomain
IL5_SN_000370_20160801_G0T0008KQ	?????? ??? ?? ???? ????? ????? ???? ????  ??? ???  ????? ??? ??? ? ?????? ??? ?? ???? ????? ???? ??? ??? ? ???	nondomain
IL5_SN_000370_20170122_H0T0036I7	#EthiopianEpihany ??? ???? ???? ??? ??????? ??  ?? ?? ?????? Minneapolis  Minnesota USA @	unk
IL5_SN_000370_20160114_G0T000A1X	?? ????? ??? ???? ?? ???? ????’??  #Ethiopia #Heartdisease #Ethiopia #VOA	indomain
IL5_WL_020506_20160516_H0040MDY6	??? ??? ?? ?????? ????? ???? ???? ??? ???? ????? ?? ??? ???? ???? ?????? ? ????? ????? ????? ? 1  ????? ??? ?? ? ??? ??? ??? ?? ????? ?? 22 ??? ???? ???? ????? ???? ?? ??? ??? ???? ????? ???? ? 2  ????? ?? ?? ??? ? ??? ???? ? ?? 22 ??? ???? ???? ????? ???? ????? ??? ???? ???? ????? ???? ? 3  ????? ??? ??? ? ??? ???? ? ?? ??? ?? ??? 20 ??? ???? ???? ????? ???? ?? ???? ? 4  ????? ??????? ??????? ? ??? ???? ??? ?? ??? ?? ??? 11 ??? ???? ???? ????? ???? ? 5  ??? ??? ??? ???? ? ??? ???? ?? ??? ?? ??? 13 ??? ???? ???? ? 6  ????? ??? ?????? ? ??? ??? ? ?? 25 ??? ???? ???? ????? ???? ??? ???? ? 7  ????? ????? ??? ? ??? ??? ?? ??? ?? ??? ?? ??? ???? ??? ? 8  ????? ??? ???? ? ??? ???? ?? 25 ??? ???? ???? ????? ???? ??? ???? ? 9  ????? ????? ???? ? ??? ?????? ??? ?? ??? ?? ??? 11 ??? ???? ???? ????? ???? ??? ???? ??? ???? ???? ???? ? 10  ????? ???? ??? ? ??? ???? ? ?? ????? ?? ??? 22 ??? ???? ???? ????? ??? ??? ??? ???? ? 11  ????? ???? ??????? ? ??? ???? ?? ??? 11 ??? ???? ???? ????? ???? ??? ???? ??? ???? ???? ???? ? 12  ????? ??? ???? ? ??? ???? ? ?? ????? ?? ??? 31 ??? ???? ???? ????? ??? ???? ? 13  ????? ???? ?????? ? ??? ???? ? ?? ????? ?? ??? 31 ??? ???? ???? ????? ???? ??? ???? ??? ???? ???? ???? ? 14  ????? ??? ??? ? ??? ??? ??? ?? ????? ?? ??? 22 ??? ???? ???? ????? ???? ??? ???? ??? ?????? ????????? ?? ???? ??? ????? ?????? ?? ????? ???? ?? ???? ??? ?  ??? ????? ??? ??? ???? ??? ???? ??? ?? ???? ?? ?? ???? ?? ????? ???? ???? ?? ???? ??? ????? ??? ???? ???? ???? ????? ???? ???? ???? ????? ? ??? ????? ??? ???? ???? ?? ???? ??? ?? ??? ?? ?? ?? ???? ????? ???? ????? ??? ???? ?? ???? ???? ?? ???? ???? ??? ????? ???? ??? ? ? ???? ??? ?????? ?? ???? ???? ??????? ???? ????? ??? ???? ?? ???? ???? ??? ??? ???? ??? ??? ?? ?? ?? ??? ????? ?? ???? ??? ?? ????? ????? ?? ????? ???? ??? ??? ?? ???? ?? ????????? ???? ????? ?? ??? ??? ??? ??? ????? ????? ???? ?? ?? ????? ?	unk
IL5_SN_000370_20160831_H0T0067CG	????? ????? ????? ???? ????? ???????  ?? ???????  #Eritrea #Ethiopia #VOATigrigna	unk
IL5_SN_000370_20170506_H0T0068ZD	????? ????? 800 ?? ??? ???? ?? ??? ??? ?????  ?27? ???? 2????? ?? ????? ??? ????? 10 ???? ??? ??? 11 ??? ??	unk
IL5_SN_000370_20160922_H0T0058J0	@MerfeQulef ?????? ???? ???? ??? ?? ?????? ???????? ??? ??? PhD ???  ?? ??  ??? ???????????? ???? ????? ????? ??	unk
IL5_NW_020060_20160409_G0040EYLM	?? ??? ??? ???? ???? ??? ??? — ???? ??? ?? ??? ??? ?? ??????? ?? ?????? ??? ??? ???? ??? ????? ????? ????? ?? ?????? ????? ? ??? ???? ?? ???? ???? ?? ???? ???? ?? ??? ????? ???? ?12 ??? ????? ???? ???????? ????? ???? ???? ????? ????? ???? ? ??? ???? ?????? ???? ???? ?????? ????? ?? ?? ??? ???? ??? ?????? ??? ??? ???? ???? ???? ???? ?? ? ??? ?? ??? ?? ??? ??? ???? ???? ?????? ?12 ??? ???? ???? ????? ???? ??? ????? ? ?? ??????? ???? ??? ???? 12 ???? ????? ? ??? ?? ???? ???? ??? ???? ????? ???? ??? ? ????? ?? ?? ???? ????? ????? ????? ????? ????? ???? ??? ???? ???? ??? ?  ??? ????? ?? ??? ??? ???? ???? ??????? ??? ???? ???? ?? ????  ??? ?? ???? ? ?? ????? ??? ???? ????? ???? ????? ??? ???? ?????? ???? ???? ???? ??? ????? ???? ???? ??? ???? ???? ????? ???? ? ???? ?? ??? ??? ?? ??? ???? ????? ??? ????? ???? ? ??? ???? ??? ???? ???? ? ?? ??? ??? ???? ???? ???  757  757 ? 0000  757 ? ???? 128 kbps 32 kbps ???? ???	unk
IL5_WL_020506_20161104_H0040MDT3	???? ??? ????? ?? ???? ??? ??? ?? ??? ?22 ???? 2009 ?? ?? ?????? ??? ?? ?????? ?? ???? ???? ?? ? ??? ?? ?? ??? ??? ?? ????? ???? ??? ???? ??? ???? ??? ??? ????? ????? ???? ??? ???? ??? ?????? ??? ?? ????? ?????? ?? ????? ?? ?? ??? ???? ??? ??? ?? ???? ???? ? ?? ??? ?? ???? ????? ?? ???? ??? ??? ??? ??? ???? ?? ???? ???? ??? ????? ???? ????? ?? ??? ???? ???? ?? ????? ?? ??? ???? ?? ????? ?? ???? ????? ? ??? ?????? ?? ????? ?????? ??????? ?? ??? ??? ????? ????? ?? ????? ???? ?? ???? ???? ?? ??? ???? ? ??? ??? ??? ??? ?? ????? ?? ??? ??? ?? ?? ??? ??? ?????? ?????? ?? ????? ????? ????? ????? ???? ??? ?????? ???? ????? ???? ???? ?? ??? ??? ????? ??? ? ??? ??? ??? ??? ??? ????? ?? ???? ???? ??? ? ???? ?? ??? ?????? ?????? ???? ?? ??? ???? ????? ?? ??? ?????? ???? ??? ??? ??? ???? ????? ?????? ?? ???? ???? ???? ? ?? ???? ??? ??? ??? ??? ????? ?? ??? ?? ??? ??? ???? ????? ??? ???? ?? ???? ??? ??? ????? ?? ??? ??? ?? ???? ???? ??? ???? ????? ????? ????? ??? ???? ?? ???? ???? ?	indomain
IL5_WL_020083_20160413_G0040IS90	??? ??? ??? ???? ???? ???? ???? ???? ???? ???? ??? ??? ??? ???? ???? ???? ???? ??? 1042016 ?? ??? ??? ??? ???? ??? ???? ??? ???? ???? ? ??? ??? ????? ?????	unk
IL5_SN_000370_20170118_H0T0036E2	RT @miniliksalsawi Assistant Secretary Thomas Greenfield to arrive #Ethiopia tomorrow @USEmbassyAddis ???? ??? ??? ??? ?????? ???  https	unk
IL5_SN_000370_20170123_H0T0036IY	???? ??? ???? ???? ???? ????? ?? ???? ????? ??? ???  ?? 15 ? 2009  ????? ???? ??? ???? ??? ??? ????? ????? ?????	unk
IL5_SN_000370_20170218_H0T003745	RT @tekliamekonnen ??????? ? ????? ? ??? ???? ????? ? #Eritrea says NO to tribal racism	nondomain
IL5_SN_000370_20170428_H0T00646Y	??? ???? ???? ???? ????? ??? ?????? ?? ???? ???? ??? ????? ??? ??? ???? ???? ???? ????? ????? ????? ???	unk
IL5_NW_020060_20160704_G0040EYG3	?????? ??? ?????? ?? ???? ??? ????? ???? ??? ?? ???? ???? ?? ???? ????? ?? 215 ?? ??? ???? ???? ?? ???? ?? ???? ????? ???? ???? ?? ???? ???? ??? ?????? ??? ?????? ?? ??? ????? ???? ? ????? ??? ??? ??? ???? ????? ??? ???? ??? ???? ?????? ??? ??? ?? ???? ????? ????? ??? ??? ???? ???? ???? ???? ??? ???? ??? ?? ?? ???? 2016 ????? ? France Cycling Tour de France ?? ?? ????? ???? ??? ??? ???? ??????  ??? ?? ???  Photo Finish  ????? ???? ????? ??? ??? ???? ???? ? ???? ???? ??? ????? ????? ???? ???? ????? ???? ???? ???? ??? ? ????? ?? ????? ??? ?? ??? ??? ???? ??? ????? ?? ??? ? ??? ????? ??? ???? ??????  ??? ???? ??? ?????? ? ?????? ??? ?????? ?? ??????? ?????? ???? ????????? ????? ????? ????? ????? ???? ? ????? ???? ????? ??? ?? ? ?? ???? ?? ???? ?? ??? ??? ???? ???? ??? ? ?? ????? ?? ????? ??? ???? ???? 28 ?? ???? ???? ???? ? APTOPIX France Cycling Tour de France ?? ???? ??? ?????? ??? ??? ???? ?? ? ?? ?? ??? ?? ?? ??? ?? ??? ??????  ?? ???? ???? ??? ?????? ?	unk
IL5_SN_000370_20160901_H0T0067D9	????? ??? ???? ??? ????? ??? ?? ????  ???? ?? ?? ???? ????? ???? ????? ???? ???? ????? ????? ?? ???? ???? ???	unk
IL5_SN_000370_20150619_G0T000BAY	?? ?? ??? ??? ?? ?? ???? ???? ??? ?? ?? ?? ?? ??????? ?? ????????? ?? ?? ???? ???? ??? ?????? ????? ?? ??? ??	unk
IL5_WL_020081_20160203_G0040IDA4	?????  ???  ?????  ???  ??? ? ?? ??’? ???? ?? ??????? ????? ? ????? ???? ???? ???? ??? ?? ? ?? ????? ???? ??? ????? ???? ????? ????  ?????? ? ????? ?  ??????? ?????? ?? ? ????? ?????? “ ? ? ”? ??? ??? ???? ???? ????? ? ???? ???? ?? ? ???? ?? ??? ????? ???? ???? ????? ?? ???? ????????? ?????? ???? ? ?????? ???? ? ?? ??? ???? ?????? ? “ ? ” ?? ? ??? ????? ?? ???? ?? ???? ?? ???? ???? ?? ? ????? ?????????? ?? ?? ??? ???? ?????? ???? ???? ? ????? ?? ??? ??? ?? ? ????? ? ????   0 ? ??  1 ? ???  2 ? ????  3 ? ?????  4 ? ????  5 ? ????  6 ? ????  7 ? ????  8? ????  9? ? ??????  ??????? ? ???????  10111 ? ????????  10212 ?  ?????????  109 ? ???? ? ?? ??? ?????? ? “ ? ”? ???? ? ?? ???? ???? ? ???? ??  10 1 ? ???? ???  10 2 ?  ???? ????  10 9 ? ????? ? ?? ?? ????? ????? ???? ?? ????????? ???? ??? ?? ????? ?? ? ???? ???  20121 ? ???? ????  20222 ? ??? ? ???? ??????? ? “ ?  ? ”? ???? ? ?? ????? ??? ?????????  909  ???? ? ?????  ???????? ? ?? ??? ?? ?? ??? ???? ??? ???? ??? ???? ???????  ???? ?? ??? ?????  ???? ? ????? ???? ?  ??  ???????  1001 ? ????????  1002102 ? ??????????  2001 ? ??? ? ??’? ? ?? ??? ? ???? ????????? ???? ???? ???? ? ?? ????? ??? ???????? ?????????  900909999  ???? ? ????  ????????? ?  ??  ??????  100011001   ????????? 20001 2001 ?  ??????? ???????? ?????????  90009009099999 ? ????? ????????  ????????? ???????  ????????? ?? ?? ?? ??? ????? ????? ???? ? ?? ????????? ????? ???? ????? ? ?? ??????? ????? ? ???? ? ???? ? ????? ? ?????? ?? ?? ??? ????? ???? ????? ? ?? ???????? ???? ???? ? ?? ??????? ? ??? ?? ???? ????? ???? ? 112 –  ??  ???? ????????  100101 ? 2232 – ?????? ??????? ????????  2000200302 ?  8756 – ??????? ???????? ????????? 98756 – ??????????? ???????? ????????? ??? ?? ???? ? ???????? ???? ??????? ?? ??? ? ??? ?? ?????? ??? ????? ?????? ??? ???? ? ?? ??????? ??? ????? ?? ??? ????? ? ?? ?????? ?? ????? ???? ??? ? ?? ??? ???? ? ?? ?????? ????? ?? ??? ?????? ???? ??? ???? ??? ??? ? ????????? ?? ?????? ??????? ????? ? ???? ? ? – 1 ? ? – 2 ? ? – 3 ? ? – 4 ? ? – 5 ? ? – 6 ? ? – 7 ? ? – 8 ? ? – 9 ? ? – 10 ? ? – 20 ? ? – 30 ? ? – 40 ? – 50 ? ? – 60 ? ? – 70 ? ? – 80 ? ? – 90 ? ? – 100 ? ?? ??? ?????? ???  ??? ? ??? ? ??? ? ???  ?? ???? ????? ??? ? ???? ?? 3 ???? 2016	nondomain
IL5_SN_000370_20170425_H0T0068NW	RT @tourbretagne # TBC17  Présentation de la première équipe avec @TeamDiData	unk
IL5_SN_000370_20160621_H0T000Y1O	RT @GermaSebel ?? ??? ????? ??? ??? ???	unk
IL5_WL_020083_20160319_G0040ISAO	??? ?? ??? ????? ????? ?? ??? ????? ? ?? ?????? ??? ?? ????? ???? ?????? ? ?? ?? ??? ? ???? ??? ??? ???? ???? ????? ???? ? ??? ????? ?? ??????? ?? ??? ?? ?? ???? ?? ????? ????? ?? ??? ????? ??? ? ?? ?? ?? ??? ??? ??? ???? ??? ??? ??? ???? ???? ??? ???’? ? ?????? ?? ?? ?? ??? ?? ?????? ??? ???? ? ??? ?????? ????? ???? ? ??? ?????? ???? ??? ????’? ?	unk
IL5_SN_000370_20160714_G0T0008PQ	???  ?? ??? ?? ??? ??? ??? ????? ????? ???? ??? ???  ?? ????? ??? ?? ??? ?? ??? ??? ??? ????? ????? ???? ???	indomain
IL5_SN_000370_20160409_G0T000FD2	@JordanChariton @MSNBC @hardball @BernieSanders @maddow @CNN @foxnewspolitics	unk
IL5_SN_000370_20160824_H0T000YE3	????? ??? ??? ????? ?? ????? ???? ??????? 172008 ?? ?EBC???	unk
IL5_WL_020506_20150811_H0040MEIP	?? ??? ??? ??? ?? ??? ???? ??? ????? ???? ???? ?? ??? ????? ???? ??? ?? ???? ?? ?? ??? ??? ????? ???? ????? ? ?????’? ???? ?? ??? ??? ??? ???? ?? ??? ???? ??? ????? ????? ???? ?? ??? ?? ???? ???? ??? ?? ???? ?????? ???? ??? ???? ?? ???? ?? ?? ??? ???? ??? ??? ????? ???? ???? ???? ?? ???? ???? ????? ????? ?? ????? ??? ????? ?????? ???? ??? ?? ????? ???? ? ??? ?? ???? ???? ????? ??? ???? ??????? ?? ???? ????? ? ????? ??? ????? ?? ??? ????? 3 ?????? ?? ??? ??? ????? ??? ???? ?? ?? ??? ???? ???? ???? ?? ?????? ????? ?? ?? ??? ???? ????? ???? ??? ???? ?? ??? ?? ???? ???? ???? ???? ???? ?? ??? ????? ???? ????? ????? ???? ?	unk
IL5_SN_000370_20160701_G0T000EMA	RT @AJENews UN  African Union must investigate Eritrean crimes	unk
IL5_NW_020079_20160925_G0040KNRW	???? ???? ???? ??? ??? ?? ???? ???? ???? ???? ??? ??? ?? ???? ?? ???? ???? ????? ???? ???? ??? ??? ???? ???? ???? ???? ?? ? ????? ?? ?? ??? ??? ?? ???? ????? ????? ??? ???? ???? ? ?? ???? ?? ???? ?? ???? ????? ??? ???? ????? ? ?? ?? ??????? ????? ???? ???? ???? ? ?? ????? ??? ????? ? ??? ?? ???? ?? ???? ???? ?? ??? ???? ???? ????? ?????? ?????? ? ??? ?? ?? ORS ????? ?????? ???? ????? ? ???? ?? ???? ?? ???? ????? ??? ???? ???? ???? ???? ??? ? ???? ???? ???? ??? ?? ? ????? ?? ????? ??? ? ??? ????? ??? ??? ?????? ??? ?? ?? ??? ?? ???? 17 ??? ? ?? ?? 3 ???? ????? ????? ???? ? ?? ??? ?? ??? 3 ??? ?? ??? ???? ??? ? ????? ??? ????? ?? ??? ?????? ?? ????? ? ???? ?????? ??? ???? ??? ? ???? ?? ?? ???? ??? ??? ?? ?? ???? ???? ??? ??? ????? ???? ? ??? ?? ??? ????? ????? ???? ??? ?? ????? ????? ???? ???? ??? ???? ?? ?? ????? ?? ??? ????? ?????? ? ??? ?? ???? ????? ??? ????? ???? ???? ??? ??? ???? ????? ???? ????? ? ????? ?? ??? ??? ?? ?? ???? ???? ???? ? ?? ???? ?? ???? ??????? ? ??? ???? ???????? ? ???? ????? ???? ?????? ????  Brand new medical equipments  ?? ???? ????? ?? ?????? ? ?? ???? ???? ???? ??? ????? ???????? ????? ???? ? ???? ????? ?? ??? ?????? ????? ???? ?? ??? ? ??? ?? ?????? ???? ? ??? ??? ???? ???? ??? ?????? ?????? ??? ???? ??? ???? ????? ? ??? ??? ??? ????? ????? ??? ???? ??? ?? ? ??? ????? ??? ???? ???? ????? ??? ???? ? ??? ????? ????? ?? ???? ?????? ?? ????? ??? ????? ???? ?  ??? ????? ??? ???? ?? ?????? ???? ??  ?? ???? ???? ?? ? ?? ???? ??? ?? ??? ?????? ????? ????? ???? ???? ??? ????? ?? ???? ???? ??? ???? ??  ? ?? ?? ????? ?  ???? ??? ??? ???? ????  ???? ??????? ? ????? ?? ?? ?? ?????? ???? ???? ????? ?? ???? ????? ? ??? ???? ????? ???? ?? ? ???? ?? ??? ????? ??? ???? ??????? ??? ?????? ????? ????? ? ?? ??? ?? ?? ??? ?? ???? ???? ?	indomain
IL5_SN_000370_20160114_G0T000A23	???? ????  ?? ???? ????? ???? ???? ????  #Eritrea #Ethiopia #VOATigrigna #IndonesiaBlast	indomain
IL5_SN_000370_20150626_G0T000EK8	RT @BahriNegash Zeit auf Stimmen der Mehrheit der Eritreer zu hören  #Eritrea ist die Oase des Friedens in Africa  @GermanyUNGeneva http	unk
IL5_SN_000370_20170228_H0T00374H	RT @VOATigrigna ?? ???? ???? ????? ???? ????? ???? ?????? ???? ??? ???? ?? ?????’?? ????  #Eritrea #Ethiopia #VOATi	indomain
IL5_SN_000370_20170314_H0T0068CM	?? ?????? ?????? ????? ??? ????? ??? ??? ??? ??? ??? ???? ??????? ???? ?????? ???? ???? ???? ? #Eritrea #Ethiopia	unk
IL5_SN_000370_20150703_H0T0066JF	??? ????? ??? ????  ????? ????  Martyr Tsehaye Jebjeb  Arefaine KaHsay  ????? ?????? ??? ?? ?????? ??? ?? ?? ???	unk
IL5_SN_000370_20150716_H0T0066KC	RT @DrTedros ???? ??? ??? ?????? ???? ???? ?????? ????? ???? ???? ???? ???? 193 ?????? ?????? ???? ????? ????? ????? ? ???	unk
IL5_SN_000370_20150719_H0T0066KL	#Ethiopian growth is my dream  and it is come true  ?????? ??? ????? ?????? ??? ?????  ?????? ??? ???? ?????	unk
IL5_NW_020060_20151230_G0040EYJ7	??? ???????? ??? ?? ???? ??? ?????? ???? ??? ?????? — ?? ????? ??? ??? ?? ??? ????? ????? ???? ???? ? ?? ????? ???????? ??? ?????? ???? ????? ?????’? ? ??? ???? ??? ??? ??? ???? ????? ?? ?????? ????? ????? ???????? ?? ?? ???? ??? ????? ?? ????? ????? ??????? ?????? ???? ? ??? ?? ??? ????’? ?? ?? ??? ????? ?? ???? ??? ????? ? ?????? ?? ????? ???? ?? ???? ???? ?? ?????? ??????? ???? ????? ??? ????? ??’? ? ????? ??? ???? ???? ??????? ?????? ????’???? ??? ??? ? ??? ????? ?? ???? ?? ?????? ?? ???? ????? ????? ?? ??? ???? ???? ???? ?? ????? ?????? ??????’? ???? ? ????? ?? ??? ??? ??? ????? ??? ???? ?????? ???’? ??? ??????? ?????? ??? ???? ??? ? ??? ???? ????? ??? ???? ? ??? ???????? ??? ?? ???? ??? ?????? ????  344  344 ? 0000  344 ? ???? 128 kbps 32 kbps ???? ???	unk
IL5_SN_000370_20160902_H0T0058DV	??? ???   ????? ???? ??????? ????  Egnana camera  a writing of Ephrem Endale  by Andualem Tesfaye Sheger FM	unk
IL5_SN_000370_20160815_H0T000YBQ	RT @Eshetuhk ??? ???? ??? ??? ????? ?? ?????? ???? ?? ?????? ??? ? ?? ??? ????? ?? ?????? ??? ?? ????? ?? ??? ??? ????? ?	unk
IL5_SN_000370_20160904_H0T0067DZ	??????? ??????? ??????? ??????? ??????? New @SkylarGrey?	unk
